XINPUT1_3.dll                      0x000000400000
cc_cleaner.dll                     0x7FF86D020000
AmmoRemover.dll                    0x7FF86D060000
f4se_steam_loader.dll              0x7FF86D090000
XAudio2_7.dll                      0x7FF87F300000
Windows.UI.dll                     0x7FF886590000
MSVCP140.dll                       0x7FF889270000
AUDIOSES.DLL                       0x7FF889650000
OneCoreCommonProxyStub.dll         0x7FF88A520000
VCRUNTIME140.dll                   0x7FF88AE60000
VCRUNTIME140_1.dll                 0x7FF88B080000
xinput1_4.dll                      0x7FF88C5C0000
mskeyprotect.dll                   0x7FF88CDA0000
ncryptsslp.dll                     0x7FF88CF80000
gdiplus.dll                        0x7FF88E570000
WINSPOOL.DRV                       0x7FF88ECE0000
inputhost.dll                      0x7FF893D50000
textinputframework.dll             0x7FF8943B0000
amdxx64.dll                        0x7FF895260000
wbemcomn.dll                       0x7FF898B00000
wbemprox.dll                       0x7FF898DE0000
winmmbase.dll                      0x7FF8993E0000
DSOUND.DLL                         0x7FF899410000
webio.dll                          0x7FF8997F0000
fwpuclnt.dll                       0x7FF89AFA0000
COMCTL32.dll                       0x7FF89B2F0000
symamsi.dll                        0x7FF89BC00000
amsi.dll                           0x7FF89BCB0000
wbemsvc.dll                        0x7FF89BE90000
MMDevApi.dll                       0x7FF89BEB0000
fastprox.dll                       0x7FF89BF40000
amdihk64.dll                       0x7FF89C510000
atidxx64.dll                       0x7FF89C570000
WINMM.dll                          0x7FF89E8D0000
aticfx64.dll                       0x7FF89E950000
dxcore.dll                         0x7FF89EB50000
deviceaccess.dll                   0x7FF89EB90000
OneCoreUAPCommonProxyStub.dll      0x7FF89F390000
DbgHelp.dll                        0x7FF8A0400000
rasadhlp.dll                       0x7FF8A06B0000
WINNSI.DLL                         0x7FF8A0750000
dhcpcsvc6.DLL                      0x7FF8A0840000
dhcpcsvc.DLL                       0x7FF8A0960000
WININET.dll                        0x7FF8A11A0000
Secur32.dll                        0x7FF8A1D60000
WindowsCodecs.dll                  0x7FF8A21A0000
twinapi.appcore.dll                0x7FF8A2510000
WindowManagementAPI.dll            0x7FF8A2790000
WINHTTP.DLL                        0x7FF8A2980000
VERSION.dll                        0x7FF8A3120000
avrt.dll                           0x7FF8A3140000
PROPSYS.dll                        0x7FF8A37E0000
d3d11.dll                          0x7FF8A3960000
D3DCOMPILER_47.dll                 0x7FF8A3D20000
wintypes.dll                       0x7FF8A4740000
dcomp.dll                          0x7FF8A48A0000
CoreUIComponents.dll               0x7FF8A4E10000
CoreMessaging.dll                  0x7FF8A5170000
apphelp.dll                        0x7FF8A5480000
UxTheme.dll                        0x7FF8A5680000
resourcepolicyclient.dll           0x7FF8A5760000
dwmapi.dll                         0x7FF8A5970000
kernel.appcore.dll                 0x7FF8A5B50000
windows.storage.dll                0x7FF8A5D50000
HID.DLL                            0x7FF8A64F0000
dxgi.dll                           0x7FF8A6530000
schannel.DLL                       0x7FF8A6B90000
ntmarta.dll                        0x7FF8A6D90000
IpHlpAPI.dll                       0x7FF8A7050000
DNSAPI.dll                         0x7FF8A7090000
MSWSOCK.dll                        0x7FF8A7360000
CRYPTBASE.DLL                      0x7FF8A7550000
CRYPTSP.dll                        0x7FF8A7560000
Wldp.dll                           0x7FF8A7660000
NTASN1.dll                         0x7FF8A7690000
ncrypt.dll                         0x7FF8A76D0000
MSASN1.dll                         0x7FF8A77F0000
UMPDC.dll                          0x7FF8A79B0000
DEVOBJ.dll                         0x7FF8A79D0000
DPAPI.DLL                          0x7FF8A7A30000
powrprof.dll                       0x7FF8A7A40000
USERENV.dll                        0x7FF8A7B40000
SSPICLI.DLL                        0x7FF8A7B70000
profapi.dll                        0x7FF8A7BC0000
ucrtbase.dll                       0x7FF8A7C90000
gdi32full.dll                      0x7FF8A7D90000
win32u.dll                         0x7FF8A7EB0000
msvcp_win.dll                      0x7FF8A7EE0000
bcryptPrimitives.dll               0x7FF8A7F80000
CRYPT32.dll                        0x7FF8A8010000
WINTRUST.dll                       0x7FF8A8170000
bcrypt.dll                         0x7FF8A81E0000
cfgmgr32.dll                       0x7FF8A8210000
KERNELBASE.dll                     0x7FF8A8260000
COMDLG32.dll                       0x7FF8A8670000
ADVAPI32.dll                       0x7FF8A87B0000
SETUPAPI.dll                       0x7FF8A8860000
ole32.dll                          0x7FF8A8CD0000
imagehlp.dll                       0x7FF8A8E10000
USER32.dll                         0x7FF8A8E40000
PSAPI.DLL                          0x7FF8A8FE0000
clbcatq.dll                        0x7FF8A8FF0000
msvcrt.dll                         0x7FF8A90A0000
shcore.dll                         0x7FF8A9140000
KERNEL32.DLL                       0x7FF8A9250000
RPCRT4.dll                         0x7FF8A94C0000
WS2_32.dll                         0x7FF8A95F0000
sechost.dll                        0x7FF8A9660000
MSCTF.dll                          0x7FF8A9790000
GDI32.dll                          0x7FF8A98B0000
combase.dll                        0x7FF8A98E0000
SHELL32.dll                        0x7FF8A9C40000
IMM32.DLL                          0x7FF8AA390000
SHLWAPI.dll                        0x7FF8AA440000
OLEAUT32.dll                       0x7FF8AA4A0000
ntdll.dll                          0x7FF8AA5B0000
d3dcompiler_46e.dll                0x7FFFEFBB0000
steamclient64.dll                  0x7FFFEFF70000
